,id,sensor_serial_number,name,description,created_at,updated_at,spaces,tags,multipoint
87,drw_966095266337784783,A1EGA018,Travis: Entry 16.2: Unisex Restroom,,2021-08-23T21:57:40.688Z,2021-08-23T21:57:51.061Z,"[{'id': 'spc_966135549377118325', 'name': 'Travis: Entry 16.2: Unisex Restroom', 'link_id': 'lnk_966135550262116470', 'sensor_placement': -1}]",[],False
88,drw_966095604130251751,A1EGA014,Travis: Entry 16.3: Elevator Lobby,,2021-08-23T21:59:01.254Z,2021-08-23T21:59:10.123Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966136423851753615', 'sensor_placement': 1}, {'id': 'spc_950805710457798947', 'name': 'Floor 16', 'link_id': 'lnk_966135145306259560', 'sensor_placement': 1}]",[],False
89,drw_966095944758067310,A1EGA015,Travis: Entry 16.5: Elevator Lobby,,2021-08-23T22:00:22.437Z,2021-08-23T22:00:30.113Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966136424388624528', 'sensor_placement': 1}, {'id': 'spc_950805710457798947', 'name': 'Floor 16', 'link_id': 'lnk_966135145327231081', 'sensor_placement': 1}]",[],False
90,drw_966096424062156927,A1EGA017,Travis: Entry 16.7: Freight elevator,,2021-08-23T22:02:16.712Z,2021-08-23T22:02:21.788Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966136424610922641', 'sensor_placement': -1}, {'id': 'spc_950805710457798947', 'name': 'Floor 16', 'link_id': 'lnk_966135145344008298', 'sensor_placement': -1}]",[],False
91,drw_966096750530003082,A1EGA035,Travis: Entry 16.9: Men’s Restroom,,2021-08-23T22:03:34.579Z,2021-08-23T22:06:41.423Z,"[{'id': 'spc_966135739995652216', 'name': 'Travis: Entry 16.9: Men’s Restroom', 'link_id': 'lnk_966135740993896569', 'sensor_placement': -1}]",[],False
92,drw_966104439658119770,A1EGA033,Travis: Entry 17.10: Hermann Pod,,2021-08-23T22:34:07.785Z,2021-08-23T22:34:21.111Z,"[{'id': 'spc_966137983738577177', 'name': 'Travis: Entry 17.10: Hermann Pod', 'link_id': 'lnk_966137984686489882', 'sensor_placement': -1}]",[],False
93,drw_966104803589489259,A1EGA002,Travis: Entry 17.11: Macgregor Pod,,2021-08-23T22:35:34.548Z,2021-08-23T22:35:49.995Z,"[{'id': 'spc_966138167893688610', 'name': 'Travis: Entry 17.11: Macgregor Pod', 'link_id': 'lnk_966138168799658275', 'sensor_placement': -1}]",[],False
94,drw_966101297931485527,A1EGA030,Travis: Entry 17.1: Women’s Restroom,,2021-08-23T22:21:38.732Z,2021-08-23T22:21:58.641Z,"[{'id': 'spc_966137203614810276', 'name': 'Travis: Entry 17.1: Women’s Restroom', 'link_id': 'lnk_966137204692746405', 'sensor_placement': -1}]",[],False
95,drw_966101876825129315,A1EFZ018,Travis: Entry 17.2: Unisex Restroom,,2021-08-23T22:23:56.753Z,2021-08-23T22:25:10.127Z,"[{'id': 'spc_966137602891579664', 'name': 'Travis: Entry 17.2: Unisex Restroom', 'link_id': 'lnk_966137603839492369', 'sensor_placement': -1}]",[],False
96,drw_966102767905014136,A1EGA009,Travis: Entry 17.3: Elevator Lobby,,2021-08-23T22:27:29.202Z,2021-08-23T22:27:35.149Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966138323523338532', 'sensor_placement': 1}, {'id': 'spc_950805740002476324', 'name': 'Floor 17', 'link_id': 'lnk_966136997737398427', 'sensor_placement': 1}]",[],False
97,drw_966103248790356368,A1EGA026,Travis: Entry 17.5: Elevator Lobby,,2021-08-23T22:29:23.856Z,2021-08-23T22:29:35.299Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966138323984711973', 'sensor_placement': 1}, {'id': 'spc_950805740002476324', 'name': 'Floor 17', 'link_id': 'lnk_966136997741592730', 'sensor_placement': 1}]",[],False
98,drw_966103599438365215,A1EFY006,Travis: Entry 17.7: Freight elevator,,2021-08-23T22:30:47.487Z,2021-08-23T22:30:55.096Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966138324332839206', 'sensor_placement': -1}, {'id': 'spc_950805740002476324', 'name': 'Floor 17', 'link_id': 'lnk_966136998223937692', 'sensor_placement': -1}]",[],False
99,drw_966104084727726667,A1EFY010,Travis: Entry 17.9: Men’s Restroom,,2021-08-23T22:32:43.157Z,2021-08-23T22:32:53.786Z,"[{'id': 'spc_966137799642186006', 'name': 'Travis: Entry 17.9: Men’s Restroom', 'link_id': 'lnk_966137800581710103', 'sensor_placement': -1}]",[],False
100,drw_966107192392418019,A1EFR010,Travis: Entry 18.10: Pod 1,,2021-08-23T22:45:04.081Z,2021-08-23T22:45:10.537Z,"[{'id': 'spc_966141229429424532', 'name': 'Travis: Entry 18.10: Pod 1', 'link_id': 'lnk_966141230528332181', 'sensor_placement': -1}]",[],False
101,drw_966107587944645443,A1EFM044,Travis: Entry 18.11: Pod 2,,2021-08-23T22:46:38.389Z,2021-08-23T22:46:44.742Z,"[{'id': 'spc_966141408211632536', 'name': 'Travis: Entry 18.11: Pod 2', 'link_id': 'lnk_966141411239920025', 'sensor_placement': -1}]",[],False
102,drw_966105485604291200,A1EFJ042,Travis: Entry 18.1: Women’s Restroom,,2021-08-23T22:38:17.153Z,2021-08-23T22:38:23.344Z,"[{'id': 'spc_966138903348117822', 'name': 'Travis: Entry 18.1: Women’s Restroom', 'link_id': 'lnk_966138904308613439', 'sensor_placement': -1}]",[],False
103,drw_966105808246932111,A1EFR011,Travis: Entry 18.2: Unisex Restroom,,2021-08-23T22:39:34.075Z,2021-08-24T00:55:18.224Z,"[{'id': 'spc_966140517144330596', 'name': 'Travis: Entry 18.2: Unisex Restroom', 'link_id': 'lnk_966140651013931367', 'sensor_placement': -1}]",[],False
104,drw_966140409090670947,A1EFN008,Travis:Entry 18.3: Elevator Lobby,,2021-08-24T00:57:03.558Z,2021-08-24T00:57:10.163Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966141577514713500', 'sensor_placement': 1}, {'id': 'spc_950805865026289965', 'name': 'Floor 18', 'link_id': 'lnk_966141032674623853', 'sensor_placement': 1}]",[],False
105,drw_966106210400993947,A1EFN028,Travis: Entry 18.5: Elevator Lobby,,2021-08-23T22:41:09.958Z,2021-08-23T22:41:16.978Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966141577510519195', 'sensor_placement': 1}, {'id': 'spc_950805865026289965', 'name': 'Floor 18', 'link_id': 'lnk_966138667103945015', 'sensor_placement': 1}]",[],False
106,drw_966106510704771754,A1EFN022,Travis: Entry 18.7: Freight elevator,,2021-08-23T22:42:21.555Z,2021-08-23T22:42:28.278Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966141577971892637', 'sensor_placement': -1}, {'id': 'spc_950805865026289965', 'name': 'Floor 18', 'link_id': 'lnk_966138667556929849', 'sensor_placement': -1}]",[],False
107,drw_966106868374045365,A1EFR003,Travis: Entry 18.9: Men’s Restroom,,2021-08-23T22:43:46.837Z,2022-01-12T01:12:58.658Z,"[{'id': 'spc_966140914466554218', 'name': 'Travis: Entry 18.9: Men’s Restroom', 'link_id': 'lnk_966140915561267563', 'sensor_placement': -1}]",[],False
108,drw_966110503636042652,A1EFN025,Travis: Entry 19.10: Pod,,2021-08-23T22:58:13.545Z,2021-08-23T22:58:24.514Z,"[{'id': 'spc_966143200106381782', 'name': 'Travis: Entry 19.10: Pod', 'link_id': 'lnk_966143201146569175', 'sensor_placement': -1}]",[],False
109,drw_966108377782420313,A1EFK001,Travis: Entry 19.1: Women’s Restroom,,2021-08-23T22:49:46.701Z,2021-08-23T22:50:00.074Z,"[{'id': 'spc_966142808639406538', 'name': 'Travis: Entry 19.1: Women’s Restroom', 'link_id': 'lnk_966142809532793291', 'sensor_placement': -1}]",[],False
110,drw_966108760751735652,A1EFN038,Travis: Entry 19.2: Unisex Restroom,,2021-08-23T22:51:18.011Z,2022-01-12T01:27:41.839Z,"[{'id': 'spc_966142589222781380', 'name': 'Travis: Entry 19.2: Unisex Restroom', 'link_id': 'lnk_966142590208442821', 'sensor_placement': -1}]",[],False
111,drw_966109101106922351,A1EFN013,Travis: Entry 19.3: Elevator Lobby,,2021-08-23T22:52:39.162Z,2021-08-23T22:52:45.711Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966143406654882264', 'sensor_placement': 1}, {'id': 'spc_950805903127347510', 'name': 'Floor 19', 'link_id': 'lnk_966142285701972414', 'sensor_placement': 1}]",[],False
112,drw_966109455517221754,A1EFN001,Travis: Entry 19.5: Near Corridor 1962,,2021-08-23T22:54:03.668Z,2021-11-11T18:38:57.399Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966143406680048089', 'sensor_placement': -1}, {'id': 'spc_950805903127347510', 'name': 'Floor 19', 'link_id': 'lnk_995036301138854313', 'sensor_placement': -1}]",[],False
113,drw_966109767380501384,A1EFN014,Travis: Entry 19.7: Freight Elevator,,2021-08-23T22:55:18.011Z,2021-08-23T22:55:31.786Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966143407233696218', 'sensor_placement': -1}, {'id': 'spc_950805903127347510', 'name': 'Floor 19', 'link_id': 'lnk_966142286117208511', 'sensor_placement': -1}]",[],False
114,drw_966110146893710226,A1EFN010,Travis: Entry 19.9: Men’s Restroom,,2021-08-23T22:56:48.489Z,2021-08-23T22:57:01.613Z,"[{'id': 'spc_966143009378795983', 'name': 'Travis: Entry 19.9: Men’s Restroom', 'link_id': 'lnk_966143010599338448', 'sensor_placement': -1}]",[],False
115,drw_966113144613109898,A1EFN042,Travis: Entry 20.10:Namaste Pod,,2021-08-23T23:08:43.203Z,2021-08-23T23:08:48.835Z,"[{'id': 'spc_966144630519235068', 'name': 'Travis: Entry 20.10:Namaste Pod', 'link_id': 'lnk_966144632054350333', 'sensor_placement': -1}]",[],False
116,drw_966113412083875989,A1EFN027,Travis: Entry 20.11: Quiet Box by office 2026,,2021-08-23T23:09:46.973Z,2021-08-23T23:09:54.232Z,"[{'id': 'spc_966144816867967495', 'name': 'Travis: Entry 20.11: Quiet Box by office 2026', 'link_id': 'lnk_966144818021401096', 'sensor_placement': -1}]",[],False
117,drw_966110866556584872,A1EFM035,Travis: Entry 20.1: Women’s Restroom,,2021-08-23T22:59:40.071Z,2021-08-23T22:59:50.450Z,"[{'id': 'spc_966143992649482738', 'name': 'Travis: Entry 20.1: Women’s Restroom', 'link_id': 'lnk_966143993698058739', 'sensor_placement': -1}]",[],False
118,drw_966111284347011151,A1EFR009,Travis: Entry 20.2: Unisex Restroom,,2021-08-23T23:01:19.680Z,2021-08-23T23:01:26.653Z,"[{'id': 'spc_966144170173399540', 'name': 'Travis: Entry 20.2: Unisex Restroom', 'link_id': 'lnk_966144171112923637', 'sensor_placement': -1}]",[],False
119,drw_966111661805011035,A1EFN015,Travis: Entry 20.3: Corridor 2009,,2021-08-23T23:02:49.676Z,2021-08-23T23:02:57.200Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966144975521710603', 'sensor_placement': 1}, {'id': 'spc_950805945477234999', 'name': 'Floor 20', 'link_id': 'lnk_966143802588791274', 'sensor_placement': 1}]",[],False
120,drw_966111997026369640,A1EFN024,Travis: Entry 20.5: Corridor 2017,,2021-08-23T23:04:09.596Z,2021-08-23T23:04:24.869Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966144975534293516', 'sensor_placement': 1}, {'id': 'spc_950805945477234999', 'name': 'Floor 20', 'link_id': 'lnk_966143802592985579', 'sensor_placement': 1}]",[],False
121,drw_966112412195356786,A1EFN019,Travis: Entry 20.7: Freight Elevator 2007,,2021-08-23T23:05:48.579Z,2021-08-23T23:05:59.947Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966144975991472653', 'sensor_placement': -1}, {'id': 'spc_950805945477234999', 'name': 'Floor 20', 'link_id': 'lnk_966143803108884972', 'sensor_placement': -1}]",[],False
122,drw_966112820989001855,A1EFH006,Travis: Entry 20.9: Men’s Restroom,,2021-08-23T23:07:26.044Z,2021-08-23T23:07:33.338Z,"[{'id': 'spc_966144451749609978', 'name': 'Travis: Entry 20.9: Men’s Restroom', 'link_id': 'lnk_966144452924015099', 'sensor_placement': -1}]",[],False
123,drw_964273723693597045,A1EFN017,Travis: Entry 9.10: Einstein Pod,,2021-08-18T21:19:31.083Z,2021-08-23T19:28:20.699Z,"[{'id': 'spc_964273728827425142', 'name': 'Travis  F9: Einstein Pod', 'link_id': 'lnk_964273729557234039', 'sensor_placement': -1}]",[],False
124,drw_964273825522909562,A1EFR002,Travis: Entry 9.11: Carver Pod,,2021-08-18T21:19:55.358Z,2021-08-23T19:27:02.772Z,"[{'id': 'spc_964273830698680699', 'name': 'Travis F9: Carver Pod', 'link_id': 'lnk_964273831495598460', 'sensor_placement': -1}]",[],False
125,drw_964272325283283149,A1EFN039,Travis: Entry 9.1: Women’s Restroom 902,,2021-08-18T21:13:57.676Z,2021-08-23T19:09:10.147Z,"[{'id': 'spc_964272358133072079', 'name': 'Travis F9 : Women’s Restroom', 'link_id': 'lnk_964272359299088592', 'sensor_placement': -1}]",[],False
126,drw_964272643656122679,A1EFR001,Travis: Entry 9.2: Unisex Restroom 902,,2021-08-18T21:15:13.579Z,2021-08-23T19:09:53.167Z,"[{'id': 'spc_964272653407879504', 'name': 'Travis F9 : Unisex Restroom 902', 'link_id': 'lnk_964272654066385233', 'sensor_placement': -1}]",[],False
127,drw_964272926620647781,A1EFR024,Travis: Entry 9.3 : Elevator Lobby 900,,2021-08-18T21:16:21.042Z,2021-08-23T19:14:00.867Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_964274565435883920', 'sensor_placement': 1}, {'id': 'spc_950805411462643995', 'name': 'Floor 9', 'link_id': 'lnk_964272979405963622', 'sensor_placement': 1}]",[],False
128,drw_964273218510651760,A1EFN002,Travis: Entry 9.5: Elevator Lobby 900,,2021-08-18T21:17:30.631Z,2021-08-23T19:15:00.039Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_964274565431689615', 'sensor_placement': 1}, {'id': 'spc_950805411462643995', 'name': 'Floor 9', 'link_id': 'lnk_964273232259580273', 'sensor_placement': 1}]",[],False
129,drw_964273105881006444,A1EFJ025,Travis: Entry 9.7: Freight Elevator,,2021-08-18T21:17:03.782Z,2021-08-23T19:15:48.168Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_964274566081806737', 'sensor_placement': -1}, {'id': 'spc_950805411462643995', 'name': 'Floor 9', 'link_id': 'lnk_964273121794195823', 'sensor_placement': -1}]",[],False
130,drw_964273422982971762,A1EFM031,Travis: Entry 9.9: Men’s Restroom,,2021-08-18T21:18:19.396Z,2021-08-23T19:24:14.001Z,"[{'id': 'spc_964273433095438707', 'name': 'Travis: F9: Men’s Restroom', 'link_id': 'lnk_964273433879773556', 'sensor_placement': -1}]",[],False
131,drw_966098428113191112,A1EGA008,Travis: Entry Stairwell 16 to 17,,2021-08-23T22:10:14.528Z,2021-08-23T22:10:24.227Z,"[{'id': 'spc_950805710457798947', 'name': 'Floor 16', 'link_id': 'lnk_966135145843130475', 'sensor_placement': -1}, {'id': 'spc_950805740002476324', 'name': 'Floor 17', 'link_id': 'lnk_966136998236520605', 'sensor_placement': 1}]",[],False
132,drw_966107966086316879,A1EFN023,Travis: Entry Stairwell 18 to 19,,2021-08-23T22:48:08.554Z,2021-08-23T22:48:16.059Z,"[{'id': 'spc_950805865026289965', 'name': 'Floor 18', 'link_id': 'lnk_966138667707924794', 'sensor_placement': -1}, {'id': 'spc_950805903127347510', 'name': 'Floor 19', 'link_id': 'lnk_966142286209483200', 'sensor_placement': 1}]",[],False
