,serial_number,uuid,organization_id,doorway_id,doorway_name,sensor_type,kind,hardware_model,is_virtual,status,last_heartbeat,current_disposition,network_addresses,firmware_version,created_at,updated_at,latest_config_change.id,latest_config_change.current_state,latest_config_change.config_version,latest_config_change.set_config_command_id,latest_config_change.completed_at,latest_config_change.created_at,latest_config_change.updated_at
388,B2EYP060,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:50.793Z,Unavailable,"[{'if': 'eth0', 'mac': 'b0:7e:11:07:ac:dc', 'family': 'ipv4', 'address': '192.168.0.73'}, {'if': 'eth0', 'mac': 'b0:7e:11:07:ac:dc', 'family': 'ipv6', 'address': 'fe80::b27e:11ff:fe07:acdc%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:59.917Z,2022-01-26T17:40:50.798Z,scg_1020033164854166047,COMPLETE,4,cmd_1020033164854166048,2022-01-19T18:09:31.180620,2022-01-19T18:07:39.463000,2022-01-19T18:09:31.184000
389,B2EYP061,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:52.486Z,Unavailable,"[{'if': 'eth0', 'mac': '38:81:d7:c6:6a:40', 'family': 'ipv4', 'address': '192.168.0.40'}, {'if': 'eth0', 'mac': '38:81:d7:c6:6a:40', 'family': 'ipv6', 'address': 'fe80::3a81:d7ff:fec6:6a40%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:59.498Z,2022-01-26T17:40:52.491Z,scg_1007986665014166370,COMPLETE,3,cmd_1007986665014166371,2022-01-19T20:05:24.825075,2021-12-17T12:19:08.444000,2022-01-19T20:05:24.820000
390,B2EYP062,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:48.393Z,Unavailable,"[{'if': 'eth0', 'mac': 'e4:15:f6:a0:8b:82', 'family': 'ipv4', 'address': '192.168.0.100'}, {'if': 'eth0', 'mac': 'e4:15:f6:a0:8b:82', 'family': 'ipv6', 'address': 'fe80::e615:f6ff:fea0:8b82%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:53.606Z,2022-01-26T17:40:48.399Z,scg_1007986666188571492,COMPLETE,3,cmd_1007986666188571493,2022-01-19T20:07:17.630502,2021-12-17T12:19:08.723000,2022-01-19T20:07:17.630000
391,B2EYP063,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:06.890Z,Unavailable,"[{'if': 'eth0', 'mac': 'e4:15:f6:a0:6f:8c', 'family': 'ipv4', 'address': '192.168.0.211'}, {'if': 'eth0', 'mac': 'e4:15:f6:a0:6f:8c', 'family': 'ipv6', 'address': 'fe80::e615:f6ff:fea0:6f8c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:53.428Z,2022-01-26T17:41:06.898Z,scg_1007986667232953190,COMPLETE,3,cmd_1007986667232953191,2022-01-19T20:06:07.975900,2021-12-17T12:19:08.972000,2022-01-19T20:06:07.976000
392,B2EYP064,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:23.564Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:82:df:ea', 'family': 'ipv4', 'address': '192.168.0.206'}, {'if': 'eth0', 'mac': '88:3f:4a:82:df:ea', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe82:dfea%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:59.297Z,2022-01-26T17:41:23.574Z,scg_1007986668289917800,COMPLETE,3,cmd_1007986668289917801,2022-01-19T20:03:04.623092,2021-12-17T12:19:09.221000,2022-01-19T20:03:04.623000
393,B2EYP066,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:59.995Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:77:c2:4c', 'family': 'ipv4', 'address': '192.168.0.22'}, {'if': 'eth0', 'mac': '88:3f:4a:77:c2:4c', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe77:c24c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:02.960Z,2022-01-26T17:41:00.004Z,scg_1007986669384631146,COMPLETE,5,cmd_1007986669384631147,2021-12-17T12:20:17.103246,2021-12-17T12:19:09.487000,2021-12-17T12:20:17.100000
394,B2EYP068,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:19.703Z,Unavailable,"[{'if': 'eth0', 'mac': 'e4:15:f6:a3:50:56', 'family': 'ipv4', 'address': '192.168.0.222'}, {'if': 'eth0', 'mac': 'e4:15:f6:a3:50:56', 'family': 'ipv6', 'address': 'fe80::e615:f6ff:fea3:5056%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:03.868Z,2022-01-26T17:41:19.706Z,scg_1020390269306011986,COMPLETE,4,cmd_1020390269306011987,2022-01-20T17:48:02.392696,2022-01-20T17:46:39.296000,2022-01-20T17:48:02.394000
395,B2EYP069,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:27:03.337Z,2022-01-25T16:41:58.484Z,scg_1001918660140335618,COMMAND_IN_FLIGHT,1,cmd_1001918660140335619,,2021-11-30T18:27:03.344000,2021-11-30T18:27:03.350000
396,B2EYP070,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:07.518Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:79:57:dc', 'family': 'ipv4', 'address': '192.168.0.246'}, {'if': 'eth0', 'mac': '88:3f:4a:79:57:dc', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe79:57dc%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:57.533Z,2022-01-26T17:41:07.527Z,scg_1007986671561474926,COMPLETE,3,cmd_1007986671561474927,2022-01-18T17:39:00.293832,2021-12-17T12:19:10.005000,2022-01-18T17:39:00.294000
397,B2EYP071,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:59.681Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:79:21:d0', 'family': 'ipv4', 'address': '192.168.0.162'}, {'if': 'eth0', 'mac': '88:3f:4a:79:21:d0', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe79:21d0%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:03.143Z,2022-01-26T17:40:59.701Z,scg_1007986672589079408,COMPLETE,3,cmd_1007986672589079409,2022-01-19T19:55:25.212722,2021-12-17T12:19:10.243000,2022-01-19T19:55:25.213000
398,B2EYP074,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:03.362Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:79:40:64', 'family': 'ipv4', 'address': '192.168.0.39'}, {'if': 'eth0', 'mac': '88:3f:4a:79:40:64', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe79:4064%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:55.747Z,2022-01-26T17:41:03.370Z,scg_1007986673612489586,COMPLETE,3,cmd_1007986673612489587,2022-01-18T17:39:03.009646,2021-12-17T12:19:10.496000,2022-01-18T17:39:03.011000
399,B2EYP076,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:02.981Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6c:0e:fe', 'family': 'ipv4', 'address': '192.168.0.182'}, {'if': 'eth0', 'mac': '88:3f:4a:6c:0e:fe', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6c:efe%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:56.586Z,2022-01-26T17:41:02.986Z,scg_1007986674648482676,COMPLETE,3,cmd_1007986674648482677,2022-01-18T17:38:48.809614,2021-12-17T12:19:10.741000,2022-01-18T17:38:48.809000
400,B2EYP077,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:05.480Z,Unavailable,"[{'if': 'eth0', 'mac': 'b0:7e:11:09:5f:34', 'family': 'ipv4', 'address': '192.168.0.113'}, {'if': 'eth0', 'mac': 'b0:7e:11:09:5f:34', 'family': 'ipv6', 'address': 'fe80::b27e:11ff:fe09:5f34%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:55.518Z,2022-01-26T17:41:05.484Z,scg_1007986675739001718,COMPLETE,3,cmd_1007986675739001719,2022-01-19T19:59:48.828635,2021-12-17T12:19:11.019000,2022-01-19T19:59:48.827000
401,B2EYP078,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:13.034Z,Unavailable,"[{'if': 'eth0', 'mac': 'e4:15:f6:a3:34:f8', 'family': 'ipv4', 'address': '192.168.0.236'}, {'if': 'eth0', 'mac': 'e4:15:f6:a3:34:f8', 'family': 'ipv6', 'address': 'fe80::e615:f6ff:fea3:34f8%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:56.201Z,2022-01-26T17:41:13.042Z,scg_1007986676816937848,COMPLETE,3,cmd_1007986676816937849,2022-01-18T17:38:55.837218,2021-12-17T12:19:11.256000,2022-01-18T17:38:55.840000
402,B2EYP082,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:52.561Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:ad:ba:aa', 'family': 'ipv4', 'address': '192.168.0.138'}, {'if': 'eth0', 'mac': '88:3f:4a:ad:ba:aa', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fead:baaa%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:54.557Z,2022-01-26T17:40:52.566Z,scg_1007986677932622714,COMPLETE,4,cmd_1007986677932622715,2021-12-17T12:20:52.350814,2021-12-17T12:19:11.520000,2021-12-17T12:20:52.349000
403,B2EYP084,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:45.635Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:ac:52:84', 'family': 'ipv4', 'address': '192.168.0.221'}, {'if': 'eth0', 'mac': '88:3f:4a:ac:52:84', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:feac:5284%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:09.868Z,2022-01-26T17:40:45.638Z,scg_1007986678893118332,COMPLETE,3,cmd_1007986678893118333,2021-12-17T12:21:05.051153,2021-12-17T12:19:11.753000,2021-12-17T12:21:05.058000
404,B2EYV001,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:50.994Z,2022-01-25T23:10:47.354Z,scg_1022283782176113097,COMMAND_IN_FLIGHT,2,cmd_1022283782176113098,,2022-01-25T23:10:47.360000,2022-01-25T23:10:47.370000
405,B2EYV014,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:31.533Z,Unavailable,"[{'if': 'eth0', 'mac': '38:81:d7:ca:a0:8e', 'family': 'ipv4', 'address': '192.168.0.176'}, {'if': 'eth0', 'mac': '38:81:d7:ca:a0:8e', 'family': 'ipv6', 'address': 'fe80::3a81:d7ff:feca:a08e%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:44.367Z,2022-01-26T17:40:31.441Z,scg_1007986679862002558,COMPLETE,3,cmd_1007986679862002559,2022-01-18T14:20:39.987195,2021-12-17T12:19:11.988000,2022-01-18T14:20:39.987000
406,B2EYV051,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:39.125Z,2022-01-25T16:41:58.532Z,scg_1001918558575264075,COMMAND_IN_FLIGHT,1,cmd_1001918558575264076,,2021-11-30T18:26:39.132000,2021-11-30T18:26:39.136000
407,B2EYW034,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:36.630Z,2022-01-25T16:41:58.637Z,scg_1001918548106281285,COMMAND_IN_FLIGHT,1,cmd_1001918548106281286,,2021-11-30T18:26:36.640000,2021-11-30T18:26:36.648000
408,B2EYW046,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:35.716Z,2022-01-25T16:41:58.791Z,scg_1001918544205578562,COMMAND_IN_FLIGHT,1,cmd_1001918544205578563,,2021-11-30T18:26:35.735000,2021-11-30T18:26:35.740000
409,B2EYW054,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:35.513Z,2022-01-25T23:10:47.996Z,scg_1022283782176113131,COMMAND_IN_FLIGHT,2,cmd_1022283782176113132,,2022-01-25T23:10:48.003000,2022-01-25T23:10:48.011000
410,B2EYW055,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:33.460Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:05:79:fa', 'family': 'ipv4', 'address': '192.168.0.170'}, {'if': 'eth0', 'mac': 'b8:80:4f:05:79:fa', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe05:79fa%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:33.380Z,2022-01-26T17:40:33.463Z,scg_1007986681011241856,COMPLETE,3,cmd_1007986681011241857,2022-01-18T14:21:44.766108,2021-12-17T12:19:12.260000,2022-01-18T14:21:44.764000
411,B2EYW056,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:26.192Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:05:6f:76', 'family': 'ipv4', 'address': '192.168.0.163'}, {'if': 'eth0', 'mac': 'b8:80:4f:05:6f:76', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe05:6f76%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:32.376Z,2022-01-26T17:41:26.193Z,scg_1007986682076595074,COMPLETE,3,cmd_1007986682076595075,2022-01-18T14:20:40.157579,2021-12-17T12:19:12.529000,2022-01-18T14:20:40.160000
412,B2EYW064,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:33.042Z,2022-01-25T23:10:48.391Z,scg_1022283782176113151,COMMAND_IN_FLIGHT,2,cmd_1022283782176113152,,2022-01-25T23:10:48.397000,2022-01-25T23:10:48.409000
413,B2EYW070,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:31.758Z,2022-01-25T23:10:48.322Z,scg_1022283782176113147,COMMAND_IN_FLIGHT,2,cmd_1022283782176113148,,2022-01-25T23:10:48.329000,2022-01-25T23:10:48.338000
414,B2EYW074,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:29.717Z,2022-01-25T16:41:58.948Z,scg_1001918519119446277,COMMAND_IN_FLIGHT,1,cmd_1001918519119446278,,2021-11-30T18:26:29.724000,2021-11-30T18:26:29.729000
415,B2EYX002,,org_940597231667381009,,,ob1,openarea,oa1,False,error,2022-01-18T14:42:37.929Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:05:44:96', 'family': 'ipv4', 'address': '192.168.0.110'}, {'if': 'eth0', 'mac': 'b8:80:4f:05:44:96', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe05:4496%eth0'}]",9534-44ca7da-stable-avondale-oa-oa-release,2021-11-30T18:26:18.753Z,2022-01-18T14:48:00.345Z,scg_1007986683141948292,COMPLETE,3,cmd_1007986683141948293,2022-01-18T14:20:37.109043,2021-12-17T12:19:12.780000,2022-01-18T14:20:37.103000
416,B2EYX005,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:30.444Z,2022-01-25T16:41:58.995Z,scg_1001918522156122381,COMMAND_IN_FLIGHT,1,cmd_1001918522156122382,,2021-11-30T18:26:30.457000,2021-11-30T18:26:30.465000
417,B2EYX007,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:53.270Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:04:b8:a6', 'family': 'ipv4', 'address': '192.168.0.236'}, {'if': 'eth0', 'mac': 'b8:80:4f:04:b8:a6', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe04:b8a6%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:18.411Z,2022-01-26T17:40:53.330Z,scg_1007986684190524294,COMPLETE,3,cmd_1007986684190524295,2022-01-18T14:20:44.320872,2021-12-17T12:19:13.018000,2022-01-18T14:20:44.321000
418,B2EYX008,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:13.134Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0c:a8:e2', 'family': 'ipv4', 'address': '192.168.0.217'}, {'if': 'eth0', 'mac': 'b8:80:4f:0c:a8:e2', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0c:a8e2%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:18.962Z,2022-01-26T17:41:13.138Z,scg_1007986685255877512,COMPLETE,3,cmd_1007986685255877513,2022-01-18T14:23:08.507419,2021-12-17T12:19:13.272000,2022-01-18T14:23:08.507000
419,B2EYX030,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:29.470Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0b:8d:a4', 'family': 'ipv4', 'address': '192.168.0.187'}, {'if': 'eth0', 'mac': 'b8:80:4f:0b:8d:a4', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0b:8da4%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:21.362Z,2022-01-26T17:40:29.476Z,scg_1020033164854166025,COMPLETE,4,cmd_1020033164854166026,2022-01-19T18:09:09.287890,2022-01-19T18:07:38.678000,2022-01-19T18:09:09.284000
420,B2EYX035,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:20.469Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0b:2b:dc', 'family': 'ipv4', 'address': '192.168.0.222'}, {'if': 'eth0', 'mac': 'b8:80:4f:0b:2b:dc', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0b:2bdc%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:22.452Z,2022-01-26T17:41:20.471Z,scg_1020002589023928395,COMPLETE,4,cmd_1020002589023928396,2022-01-19T16:07:15.146937,2022-01-19T16:06:08.077000,2022-01-19T16:07:15.149000
421,B2EYX037,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:18.090Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0a:78:4e', 'family': 'ipv4', 'address': '192.168.0.54'}, {'if': 'eth0', 'mac': 'b8:80:4f:0a:78:4e', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0a:784e%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:26:22.027Z,2022-01-26T17:41:18.093Z,scg_1020002589023928399,COMPLETE,4,cmd_1020002589023928400,2022-01-19T16:08:03.143215,2022-01-19T16:06:08.621000,2022-01-19T16:08:03.142000
422,B2EYX041,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:22.627Z,2022-01-25T16:49:36.908Z,scg_1001918489386025203,COMMAND_IN_FLIGHT,1,cmd_1001918489386025204,,2021-11-30T18:26:22.635000,2021-11-30T18:26:22.640000
423,B2EYX042,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:22.812Z,2022-01-25T16:41:59.044Z,scg_1001918490161971446,COMMAND_IN_FLIGHT,1,cmd_1001918490161971447,,2021-11-30T18:26:22.829000,2021-11-30T18:26:22.836000
424,B2EYX068,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:26.375Z,2022-01-25T16:41:59.090Z,scg_1001918505093693695,COMMAND_IN_FLIGHT,1,cmd_1001918505093693696,,2021-11-30T18:26:26.387000,2021-11-30T18:26:26.395000
425,B2EZB003,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:39.299Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0c:13:52', 'family': 'ipv4', 'address': '192.168.0.74'}, {'if': 'eth0', 'mac': 'b8:80:4f:0c:13:52', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0c:1352%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:06.476Z,2022-01-26T17:40:39.305Z,scg_1007986689425015696,COMPLETE,5,cmd_1007986689425015697,2021-12-17T12:20:48.685103,2021-12-17T12:19:14.260000,2021-12-17T12:20:48.691000
426,B2EZB008,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:41.111Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0a:d0:ba', 'family': 'ipv4', 'address': '192.168.0.59'}, {'if': 'eth0', 'mac': 'b8:80:4f:0a:d0:ba', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0a:d0ba%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:04.325Z,2022-01-26T17:40:41.114Z,scg_1007986690410677138,COMPLETE,3,cmd_1007986690410677139,2022-01-19T20:02:23.655946,2021-12-17T12:19:14.501000,2022-01-19T20:02:23.655000
427,B2EZB017,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:02.702Z,2022-01-25T16:41:59.140Z,scg_1001918405692883046,COMMAND_IN_FLIGHT,1,cmd_1001918405692883047,,2021-11-30T18:26:02.722000,2021-11-30T18:26:02.737000
428,B2EZB018,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:14.880Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:04:86:d6', 'family': 'ipv4', 'address': '192.168.0.162'}, {'if': 'eth0', 'mac': 'b8:80:4f:04:86:d6', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe04:86d6%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:04.909Z,2022-01-26T17:40:14.888Z,scg_1020364675579118500,COMPLETE,4,cmd_1020364675579118501,2022-01-20T16:06:00.191351,2022-01-20T16:04:56.534000,2022-01-20T16:06:00.186000
429,B2EZB020,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:14.542Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:03:c6:98', 'family': 'ipv4', 'address': '192.168.0.113'}, {'if': 'eth0', 'mac': 'b8:80:4f:03:c6:98', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe03:c698%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:05.335Z,2022-01-26T17:41:14.548Z,scg_1020344082515362578,COMPLETE,4,cmd_1020344082515362579,2022-01-20T14:44:53.651682,2022-01-20T14:43:07.382000,2022-01-20T14:44:53.648000
430,B2EZB025,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:56.712Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:04:21:ba', 'family': 'ipv4', 'address': '192.168.0.27'}, {'if': 'eth0', 'mac': 'b8:80:4f:04:21:ba', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe04:21ba%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:08.331Z,2022-01-26T17:40:56.719Z,scg_1020344082515362574,COMPLETE,4,cmd_1020344082515362575,2022-01-20T14:44:52.423290,2022-01-20T14:43:07.126000,2022-01-20T14:44:52.414000
431,B2EZB028,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:08.009Z,2022-01-25T16:41:59.197Z,scg_1001918428048523411,COMMAND_IN_FLIGHT,1,cmd_1001918428048523412,,2021-11-30T18:26:08.022000,2021-11-30T18:26:08.030000
432,B2EZB029,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:10.824Z,Unavailable,"[{'if': 'eth0', 'mac': 'b8:80:4f:0d:4d:c6', 'family': 'ipv4', 'address': '192.168.0.140'}, {'if': 'eth0', 'mac': 'b8:80:4f:0d:4d:c6', 'family': 'ipv6', 'address': 'fe80::ba80:4fff:fe0d:4dc6%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:26:04.567Z,2022-01-26T17:41:10.830Z,scg_1020398121714188300,COMPLETE,5,cmd_1020398121714188301,2022-01-20T18:19:04.297289,2022-01-20T18:17:50.661000,2022-01-20T18:19:04.302000
433,B2EZB030,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:07.797Z,2022-01-25T16:41:59.255Z,scg_1001918427108999312,COMMAND_IN_FLIGHT,1,cmd_1001918427108999313,,2021-11-30T18:26:07.815000,2021-11-30T18:26:07.824000
434,B2EZB036,,org_940597231667381009,,,s5,openarea,oa1,False,unconfigured,,Unavailable,,,2021-09-30T18:49:16.608Z,2022-01-25T16:45:04.380Z,scg_979818592491012799,COMMAND_IN_FLIGHT,1,cmd_979818592491012800,,2021-09-30T18:49:16.616000,2021-09-30T18:49:16.626000
435,B2EZB040,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:08.944Z,2022-01-25T16:41:59.303Z,scg_1001918431974391967,COMMAND_IN_FLIGHT,1,cmd_1001918431974391968,,2021-11-30T18:26:08.967000,2021-11-30T18:26:08.977000
436,B2EZB043,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:08.743Z,2022-01-25T16:41:59.354Z,scg_1001918431143919772,COMMAND_IN_FLIGHT,1,cmd_1001918431143919773,,2021-11-30T18:26:08.754000,2021-11-30T18:26:08.763000
437,B2EZB072,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:13.445Z,2022-01-25T16:41:59.410Z,scg_1001918450878120119,COMMAND_IN_FLIGHT,1,cmd_1001918450878120120,,2021-11-30T18:26:13.453000,2021-11-30T18:26:13.457000
438,B2EZB073,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:13.221Z,2022-01-25T23:10:48.035Z,scg_1022283782176113133,COMMAND_IN_FLIGHT,2,cmd_1022283782176113134,,2022-01-25T23:10:48.043000,2022-01-25T23:10:48.053000
439,B2EZB074,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:26:13.862Z,2022-01-25T16:41:59.520Z,scg_1001918452627144893,COMMAND_IN_FLIGHT,1,cmd_1001918452627144894,,2021-11-30T18:26:13.869000,2021-11-30T18:26:13.873000
440,B2EZC015,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:25:53.112Z,2022-01-25T16:41:59.568Z,scg_1001918365599531013,COMMAND_IN_FLIGHT,1,cmd_1001918365599531014,,2021-11-30T18:25:53.118000,2021-11-30T18:25:53.123000
